Sample	scata4703_0	scata4703_6	scata4703_3	scata4703_5	scata4703_1	scata4703_2	scata4703_8	scata4703_4	scata4703_14	scata4703_10	scata4703_9	scata4703_12	scata4703_13	scata4703_19	scata4703_18	scata4703_15	scata4703_7	scata4703_11	scata4703_27	scata4703_16	scata4703_21	scata4703_22	scata4703_28	scata4703_20	scata4703_29	scata4703_17	scata4703_26	scata4703_37	scata4703_36	scata4703_30	scata4703_32	scata4703_31	scata4703_33	scata4703_23	scata4703_24	scata4703_25	scata4703_35	scata4703_34	scata4703_42	scata4703_45	scata4703_49	scata4703_40	scata4703_43	scata4703_39	scata4703_44	scata4703_38	scata4703_41	scata4703_55	scata4703_48	scata4703_47	scata4703_58	scata4703_52	scata4703_51	scata4703_50	scata4703_46	scata4703_61	scata4703_67	scata4703_60	scata4703_54	scata4703_68	scata4703_78	scata4703_69	scata4703_53	scata4703_63	scata4703_65	scata4703_57	scata4703_59	scata4703_88	scata4703_62	scata4703_64	scata4703_66	scata4703_70	scata4703_93	scata4703_92	scata4703_71	scata4703_56	scata4703_72	scata4703_79	scata4703_73	scata4703_81	scata4703_77	scata4703_83	scata4703_124	scata4703_116	scata4703_76	scata4703_74	scata4703_97	scata4703_84	scata4703_102	scata4703_95	scata4703_75	scata4703_80	scata4703_119	scata4703_89	scata4703_82	scata4703_85	scata4703_87	scata4703_94	scata4703_90	scata4703_86	scata4703_103	scata4703_109	scata4703_101	scata4703_91	scata4703_143	scata4703_146	scata4703_100	scata4703_98_mock	scata4703_112	scata4703_149	scata4703_115	scata4703_104_mock	scata4703_135	scata4703_122	scata4703_113	scata4703_126	scata4703_96_mock	scata4703_110	scata4703_106	scata4703_114_mock	scata4703_127	scata4703_132	scata4703_130	scata4703_148	scata4703_117	scata4703_129	scata4703_108	scata4703_121	scata4703_118	scata4703_137	scata4703_120	scata4703_156	scata4703_131_mock	scata4703_158	scata4703_111_mock	scata4703_160	scata4703_175_mock	scata4703_105	scata4703_134	scata4703_107	scata4703_370	scata4703_193	scata4703_140	scata4703_244	scata4703_157	scata4703_201	scata4703_99	scata4703_225	scata4703_125	scata4703_354	scata4703_254	scata4703_138	scata4703_150_mock	scata4703_626	scata4703_141	scata4703_232	scata4703_167	scata4703_161	scata4703_152	scata4703_154	scata4703_168	scata4703_605	scata4703_338	scata4703_155	scata4703_229	scata4703_358	scata4703_144	scata4703_202	scata4703_279	scata4703_177	scata4703_213	scata4703_216	scata4703_240	scata4703_171	scata4703_299	scata4703_128	scata4703_186	scata4703_235	scata4703_204	scata4703_261	scata4703_277	scata4703_136	scata4703_164	scata4703_174	scata4703_319	scata4703_509	scata4703_142	scata4703_145	scata4703_163	scata4703_705	scata4703_308	scata4703_139	scata4703_199	scata4703_123	scata4703_609	scata4703_165	scata4703_307	scata4703_376	scata4703_691	scata4703_192	scata4703_166	scata4703_197	scata4703_169	scata4703_173	scata4703_205	scata4703_214	scata4703_203	scata4703_257	scata4703_350	scata4703_362	scata4703_187	scata4703_249	scata4703_293	scata4703_191	scata4703_330	scata4703_335	scata4703_339	scata4703_284	scata4703_344	scata4703_226	scata4703_133	scata4703_153	scata4703_337	scata4703_624	scata4703_162	scata4703_269	scata4703_274	scata4703_313	scata4703_567	scata4703_752	scata4703_513	scata4703_259	scata4703_784	scata4703_147	scata4703_355	scata4703_212	scata4703_340	scata4703_238	scata4703_280	scata4703_388	scata4703_685	scata4703_206	scata4703_481	scata4703_267	scata4703_342	scata4703_737	scata4703_218	scata4703_255	scata4703_260	scata4703_366	scata4703_311	scata4703_183	scata4703_395	scata4703_484	scata4703_151	scata4703_182	scata4703_263	scata4703_349	scata4703_429	scata4703_437	scata4703_701	scata4703_288	scata4703_348	scata4703_207	scata4703_287	scata4703_408	scata4703_671	scata4703_176	scata4703_236	scata4703_373	scata4703_189	scata4703_211	scata4703_294	scata4703_297	scata4703_320	scata4703_733	scata4703_181	scata4703_188	scata4703_252	scata4703_346	scata4703_369	scata4703_425	scata4703_665	scata4703_768	scata4703_209	scata4703_234	scata4703_239	scata4703_296	scata4703_285	scata4703_323	scata4703_508	scata4703_771	scata4703_788	scata4703_305	scata4703_372	scata4703_380	scata4703_220	scata4703_221	scata4703_315	scata4703_334	scata4703_469	scata4703_598	scata4703_738	scata4703_800	scata4703_190	scata4703_247	scata4703_300	scata4703_353	scata4703_424	scata4703_431	scata4703_526	scata4703_775	scata4703_159	scata4703_250	scata4703_265	scata4703_283	scata4703_368	scata4703_498	scata4703_549	scata4703_588	scata4703_642	scata4703_720	scata4703_185	scata4703_231	scata4703_324	scata4703_597	scata4703_618	scata4703_627	scata4703_648	scata4703_273	scata4703_298	scata4703_729	scata4703_314	scata4703_321	scata4703_345	scata4703_360	scata4703_385	scata4703_455	scata4703_548	scata4703_195	scata4703_241	scata4703_266	scata4703_282	scata4703_286	scata4703_316	scata4703_495	scata4703_577	scata4703_634	scata4703_750	scata4703_180	scata4703_184	scata4703_228	scata4703_341	scata4703_451	scata4703_558	scata4703_587	scata4703_667	scata4703_679	scata4703_200	scata4703_271	scata4703_371	scata4703_381	scata4703_387	scata4703_516	scata4703_578	scata4703_196	scata4703_210	scata4703_230	scata4703_291	scata4703_329	scata4703_375	scata4703_474	scata4703_497	scata4703_559	scata4703_637	scata4703_698	scata4703_728	scata4703_758	scata4703_770	scata4703_778	scata4703_783	scata4703_785	scata4703_172	scata4703_178	scata4703_179	scata4703_312	scata4703_318	scata4703_327	scata4703_404	scata4703_448	scata4703_589	scata4703_593	scata4703_208	scata4703_215	scata4703_227	scata4703_268	scata4703_331	scata4703_332	scata4703_336	scata4703_392	scata4703_452	scata4703_631	scata4703_641	scata4703_655	scata4703_693	scata4703_198	scata4703_243	scata4703_302	scata4703_364	scata4703_449	scata4703_487	scata4703_489	scata4703_496	scata4703_610	scata4703_619	scata4703_688	scata4703_721	scata4703_724	scata4703_736	scata4703_790	scata4703_275	scata4703_304	scata4703_347	scata4703_356	scata4703_374	scata4703_386	scata4703_427	scata4703_433	scata4703_468	scata4703_482	scata4703_521	scata4703_530	scata4703_545	scata4703_604	scata4703_616	scata4703_633	scata4703_662	scata4703_676	scata4703_706	scata4703_712	scata4703_723	scata4703_741	scata4703_767	scata4703_804	scata4703_170	scata4703_256	scata4703_262	scata4703_281	scata4703_301	scata4703_306	scata4703_317	scata4703_322	scata4703_325	scata4703_359	scata4703_394	scata4703_420	scata4703_436	scata4703_463	scata4703_491	scata4703_517	scata4703_535	scata4703_547	scata4703_579	scata4703_628	scata4703_670	scata4703_672	scata4703_683	scata4703_709	scata4703_756	scata4703_781	scata4703_787	scata4703_801	scata4703_802	scata4703_194	scata4703_219	scata4703_223	scata4703_237	scata4703_245	scata4703_258	scata4703_290	scata4703_361	scata4703_379	scata4703_413	scata4703_450	scata4703_458	scata4703_510	scata4703_529	scata4703_533	scata4703_561	scata4703_586	scata4703_600	scata4703_612	scata4703_639	scata4703_653	scata4703_711	scata4703_714	scata4703_718	scata4703_722	scata4703_726	scata4703_739	scata4703_773	scata4703_799	scata4703_222	scata4703_233	scata4703_242	scata4703_246	scata4703_276	scata4703_309	scata4703_343	scata4703_352	scata4703_357	scata4703_365	scata4703_377	scata4703_378	scata4703_396	scata4703_403	scata4703_435	scata4703_445	scata4703_473	scata4703_478	scata4703_505	scata4703_514	scata4703_523	scata4703_536	scata4703_543	scata4703_550	scata4703_551	scata4703_552	scata4703_554	scata4703_564	scata4703_581	scata4703_595	scata4703_623	scata4703_635	scata4703_640	scata4703_646	scata4703_663	scata4703_668	scata4703_673	scata4703_680	scata4703_692	scata4703_697	scata4703_742	scata4703_764	scata4703_769	scata4703_805	scata4703_217	scata4703_253	scata4703_270	scata4703_272	scata4703_295	scata4703_303	scata4703_310	scata4703_333	scata4703_363	scata4703_399	scata4703_410	scata4703_411	scata4703_416	scata4703_428	scata4703_439	scata4703_447	scata4703_477	scata4703_503	scata4703_566	scata4703_576	scata4703_582	scata4703_596	scata4703_617	scata4703_643	scata4703_664	scata4703_687	scata4703_708	scata4703_710	scata4703_731	scata4703_747	scata4703_754	scata4703_760	scata4703_766	scata4703_774	scata4703_777	scata4703_779	scata4703_782	scata4703_796	scata4703_806	scata4703_326	scata4703_367	scata4703_383	scata4703_390	scata4703_393	scata4703_400	scata4703_414	scata4703_415	scata4703_419	scata4703_422	scata4703_430	scata4703_432	scata4703_440	scata4703_442	scata4703_444	scata4703_453	scata4703_454	scata4703_457	scata4703_462	scata4703_464	scata4703_470	scata4703_475	scata4703_479	scata4703_486	scata4703_488	scata4703_492	scata4703_507	scata4703_524	scata4703_528	scata4703_531	scata4703_538	scata4703_541	scata4703_542	scata4703_555	scata4703_570	scata4703_571	scata4703_583	scata4703_591	scata4703_592	scata4703_599	scata4703_602	scata4703_607	scata4703_608	scata4703_613	scata4703_621	scata4703_650	scata4703_651	scata4703_652	scata4703_656	scata4703_659	scata4703_669	scata4703_674	scata4703_675	scata4703_678	scata4703_681	scata4703_682	scata4703_686	scata4703_689	scata4703_690	scata4703_703	scata4703_715	scata4703_716	scata4703_717	scata4703_725	scata4703_730	scata4703_740	scata4703_745	scata4703_749	scata4703_753	scata4703_757	scata4703_776	scata4703_789	scata4703_792	scata4703_795	scata4703_798	scata4703_803	scata4703_224	scata4703_248	scata4703_251	scata4703_264	scata4703_278	scata4703_289	scata4703_292	scata4703_328	scata4703_351	scata4703_382	scata4703_384	scata4703_389	scata4703_391	scata4703_397	scata4703_398	scata4703_401	scata4703_402	scata4703_405	scata4703_406	scata4703_407	scata4703_409	scata4703_412	scata4703_417	scata4703_418	scata4703_421	scata4703_423	scata4703_426	scata4703_434	scata4703_438	scata4703_441	scata4703_443	scata4703_446	scata4703_456	scata4703_459	scata4703_460	scata4703_461	scata4703_465	scata4703_466	scata4703_467	scata4703_471	scata4703_472	scata4703_476	scata4703_480	scata4703_483	scata4703_485	scata4703_490	scata4703_493	scata4703_494	scata4703_499	scata4703_500	scata4703_501	scata4703_502	scata4703_504	scata4703_506	scata4703_511	scata4703_512	scata4703_515	scata4703_518	scata4703_519	scata4703_520	scata4703_522	scata4703_525	scata4703_527	scata4703_532	scata4703_534	scata4703_537	scata4703_539	scata4703_540	scata4703_544	scata4703_546	scata4703_553	scata4703_556	scata4703_557	scata4703_560	scata4703_562	scata4703_563	scata4703_565	scata4703_568	scata4703_569	scata4703_572	scata4703_573	scata4703_574	scata4703_575	scata4703_580	scata4703_584	scata4703_585	scata4703_590	scata4703_594	scata4703_601	scata4703_603	scata4703_606	scata4703_611	scata4703_614	scata4703_615	scata4703_620	scata4703_622	scata4703_625	scata4703_629	scata4703_630	scata4703_632	scata4703_636	scata4703_638	scata4703_644	scata4703_645	scata4703_647	scata4703_649	scata4703_654	scata4703_657	scata4703_658	scata4703_660	scata4703_661	scata4703_666	scata4703_677	scata4703_684	scata4703_694	scata4703_695	scata4703_696	scata4703_699	scata4703_700	scata4703_702	scata4703_704	scata4703_707	scata4703_713	scata4703_719	scata4703_727	scata4703_732	scata4703_734	scata4703_735	scata4703_743	scata4703_744	scata4703_746	scata4703_748	scata4703_751	scata4703_755	scata4703_759	scata4703_761	scata4703_762	scata4703_763	scata4703_765	scata4703_772	scata4703_780	scata4703_786	scata4703_791	scata4703_793	scata4703_794	scata4703_797
S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2	1136	0	0	0	0	15	0	0	7	0	0	0	0	0	0	26	0	0	0	0	0	0	2	0	0	0	0	5	0	135	0	4	0	13	141	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	2	10	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S3	1111	29	0	0	0	35	0	0	8	0	441	0	0	2	0	0	0	0	0	0	0	2	23	0	0	0	0	9	1	0	3	2	1	5	0	3	19	3	18	0	1	0	0	0	36	0	0	8	0	24	1	0	0	0	0	0	1	9	0	0	0	0	0	0	49	0	0	0	1	0	0	0	13	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4	20	42	59	284	14	3	16	0	0	0	0	29	7	12	1	0	0	0	1	4	0	4	0	8	2	4	0	0	0	0	21	0	0	0	0	0	0	5	0	1	44	0	150	8	0	9	17	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5	1869	0	0	0	0	61	3	0	7	0	6	0	0	0	0	39	0	0	0	0	41	0	12	0	1	0	8	0	3	77	0	8	0	2	16	0	0	0	1	0	0	0	0	0	38	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
