scata	Taxon	Sci_Name	Rank	mock	Kingdom	Phylum	Subphylum	Class	Order	Family	Genus	Species	abbrev	taxon_notes	guild	emf	primary_lifestyle_phylum	Decay_type	Decay_Lifestyle	guild_notes	reference
scata4703_408	Leotiomycetes_sp	Leotiomycetes_sp	266	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							unknown	0	unknown	other	unknown_ascomycetes		SH1523081.08FU_363.8_Helotiales_96.22
scata4703_671			267	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_176			268	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_236	Ascomycota_sp	Ascomycota_sp	269	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_373	Ascomycota_sp	Ascomycota_sp	270	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_189	Ascomycota_sp	Ascomycota_sp	271	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_211	Archaeorhizomyces	Archaeorhizomyces	272	FALSE	Fungi	Ascomycota	Taphrinomycotina	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		
scata4703_294	Ascomycota_sp	Ascomycota_sp	273	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_297	Trechispora	Trechispora	274	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora				saprotrophs white rot	0	unknown	white rot	white_rot_litter_basidiomycetes		
scata4703_320			275	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_733			276	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_181			277	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_188			278	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_252			279	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_346			280	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_369			281	FALSE	Fungi									NF	unknown	0	unknown	other	unknown		
scata4703_425			282	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_665	Oidiodendron	Oidiodendron	283	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes			Oidiodendron				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes	put. ericoid  ecto	
scata4703_768	Ascomycota_sp	Ascomycota_sp	284	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes	unknown	SH1522502.08FU_422.2_Helotiales_100.00
scata4703_209	Ascomycota_sp	Ascomycota_sp	285	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_234	Ascomycota_sp	Ascomycota_sp	286	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_239			287	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_296			288	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_285			289	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_323			290	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_508			291	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_771	Phaeotremella_sp	Phaeotremella_sp	292	FALSE	Fungi	Basidiomycota		Tremellomycetes	Tremellales	Tremellaceae	Phaeotremella				moulds and yeasts	0	moulds and yeasts	other	mycoparasite_basidiomycetes		
scata4703_788			293	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_305			294	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_372			295	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_380	Chaetothyriales	Chaetothyriales	296	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes			Chaetothyriales				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		
scata4703_220	Ascomycota_sp	Ascomycota_sp	297	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_221	Ascomycota_sp	Ascomycota_sp	298	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_315	Pleurozium_schreberi	Pleurozium_schreberi	299	FALSE	Plantae						Pleurozium	schreberi			plants	0	plants 	other	_		
scata4703_334	Rozellomycota_sp	Rozellomycota_sp	300	FALSE	Fungi	Rozellomycota									unknown	0	unknown	other	unknown		
scata4703_469	Goffeauzyma_gastrica	Goffeauzyma_gastrica	301	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes			Goffeauzyma	gastrica			moulds and yeasts	0	moulds and yeasts	other	soil_saprotroph_basidiomycetes		
scata4703_598			302	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_738			303	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_800	Pezizellaceae_sp	Pezizellaceae_sp	304	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Pezizellaceae	Pezizellaceae				unknown	0	unknown	other	unknown_ascomycetes	unknown	SH2707895.08FU_417.0_Helotiales_100.00
scata4703_190			305	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_247			306	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_300	Botryobasidium_subcoronatum	Botryobasidium_subcoronatum	307	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales		Botryobasidium	subcoronatum			saprotrophs white rot	0	unknown	white rot	white_rot_litter_basidiomycetes		
scata4703_353			308	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_424			309	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_431			310	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_526			311	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_775			312	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_159	Mortierella_basiparvispora	Mortierella_basiparvispora	313	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes			Mortierella	basiparvispora			moulds and yeasts	0	moulds and yeasts	other	soil_saprotroph_zygomycetes		
scata4703_250			314	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_265			315	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_283			316	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_368			317	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_498			318	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_549	Ascomycota_sp	Ascomycota_sp	319	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_588			320	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_642	Cortinarius_coleoptera/umbrinolens	Cortinarius_coleoptera_umbrinolens	321	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	coleoptera			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1647023.08FU_497.7_Cortinarius umbrinolens_100.00
scata4703_720			322	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_185	Serendipita	Serendipita	323	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita				ericoid mycorrhizas	0	other root-associated basidiomycota	other	root_basidiomycetes	put. ericoid  ecto	
scata4703_231			324	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_324	Coccomyxa	Coccomyxa	325	FALSE	Plantae										plants	0	plants 	other	unknown		
scata4703_597	Ascomycota_sp	Ascomycota_sp	326	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_618			327	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_627	Agaricomycetes	Agaricomycetes	328	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes							unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_648			329	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_273	Cenococcum_geophilum	Cenococcum_geophilum	330	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes			Cenococcum	geophilum	(coll.)		ectomycorrhizas other	1	ectomycorrhizal ascomycota	other	ectomycorrhizal_ascomycetes		
scata4703_298	Ascomycota_sp	Ascomycota_sp	331	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_729			332	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_314			333	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_321	Ascomycota_sp	Ascomycota_sp	334	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_345	Piptocephalis_aff_fimbriata	Piptocephalis_aff_fimbriata	335	FALSE	Fungi	Zoopagomycota					Piptocephalis				unknown	0	unknown	other	unknown		
scata4703_360	Mucor_hiemalis	Mucor_hiemalis	336	FALSE	Fungi	Zygomycota	Mucoromycotina	Mucoromycetes			Mucor	hiemalis			moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		
scata4703_385			337	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_455	Hohenbuehelia_sp	Hohenbuehelia_sp	338	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Hohenbuehelia				saprotrophs white rot	0	unknown	white rot	white_rot_litter_		
scata4703_548			339	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_195	Rozellomycota_sp	Rozellomycota_sp	340	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_241			341	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_266			342	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_282			343	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_286	Rozellomycota_sp	Rozellomycota_sp	344	FALSE	Fungi	Rozellomycota									unknown	0	unknown	other	unknown		
scata4703_316	Agaricales_sp	Agaricales_sp	345	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales						unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_495			346	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_577			347	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_634			348	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_750			349	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_180			350	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_184			351	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_228			352	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_341	Ascomycota_sp	Ascomycota_sp	353	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_451	Rozellomycota_sp	Rozellomycota_sp	354	FALSE	Fungi	Rozellomycota									unknown	0	unknown	other	unknown		
scata4703_558	Rozellomycota_sp	Rozellomycota_sp	355	FALSE	Fungi	Rozellomycota									unknown	0	unknown	other	unknown_Rozellomycota		
scata4703_587			356	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_667	GS18	GS18	357	FALSE	Fungi	Glomeromycota								GS18	unknown	0	unknown	other	unknown_Glomeromycota		
scata4703_679	Ascomycota_sp	Ascomycota_sp	358	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_200	Ascomycota_sp	Ascomycota_sp	359	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_271			360	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_371			361	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_381			362	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_387			363	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_516			364	FALSE	Fungi	Chytridomycota									unknown	0	unknown	other	unknown		
scata4703_578	Hyaloscyphaceae_sp	Hyaloscyphaceae_sp	365	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae					unknown	0	unknown	other	unknown_ascomycetes	unknown	SH1522951.08FU_343.2_Hyphodiscus_93.85
scata4703_196			366	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_210			367	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_230	Fungi_sp	Fungi_sp	368	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_291	Ascomycota_sp	Ascomycota_sp	369	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_329			370	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_375	Ascomycota_sp	Ascomycota_sp	371	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_474	Hyaloscyphaceae_sp	Hyaloscyphaceae_sp	372	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae					unknown	0	unknown	other	unknown_ascomycetes		
scata4703_497			373	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_559	Fungi	Fungi	374	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_637	Ascomycota_sp	Ascomycota_sp	375	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_698			376	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_728			377	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_758			378	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_770			379	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_778			380	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_783			381	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_785	Helotiales_sp	Helotiales_sp	382	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis						unknown	0	unknown	other	unknown_ascomycetes		
scata4703_172			383	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_178	Fungi_sp	Fungi_sp	384	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_179	Ascomycota_sp	Ascomycota_sp	385	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_312			386	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_318			387	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_327			388	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_404	Umbelopsis_sp	Umbelopsis_sp	389	FALSE	Fungi	Zygomycota	Mucoromycotina	Mucoromycotina class incertae sedis	Mucoromycotina order incertae sedis	Mucoromycotina family incertae sedis	Umbelopsis				moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		
scata4703_448			390	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_589	Sistotrema_sp	Sistotrema_sp	391	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Sistotrema				unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_593			392	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_208	Umbelopsis	Umbelopsis	393	FALSE	Fungi	Zygomycota	Mucoromycotina	Mucoromycotina class incertae sedis	Mucoromycotina order incertae sedis	Mucoromycotina family incertae sedis	Umbelopsis				moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		
scata4703_215			394	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_227			395	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_268	Lachnum_pygmaeum	Lachnum_pygmaeum	396	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes			Lachnum	pygmaeum			unknown	0	unknown	other	litter_ascomycetes		
scata4703_331			397	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_332			398	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_336	Fungi_sp	Fungi_sp	399	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_392	Fungi_sp	Fungi_sp	400	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_452	Ascomycota_sp	Ascomycota_sp	401	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_631	Fungi_sp	Fungi_sp	402	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_641	Fungi_sp	Fungi_sp	403	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_655	Tausonia_pullulans	Tausonia_pullulans	404	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes			Tausonia	pullulans			unknown	0	unknown	other	soil_saprotroph_basidiomycetes		
scata4703_693	Didymella_exigua	Didymella_exigua	405	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes			Didymella	exigua	(coll.)		unknown	0	unknown	other	plant_pathogen_ascomycetes		
scata4703_198			406	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_243	Cortinarius_traganus	Cortinarius_traganus	407	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	traganus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_302	Fungi_sp	Fungi_sp	408	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_364	Cortinarius_brunneus	Cortinarius_brunneus	409	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	brunneus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_449	Ascomycota_sp	Ascomycota_sp	410	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_487			411	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_489			412	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_496			413	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_610	Ascomycota_sp	Ascomycota_sp	414	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_619			415	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_688	Ascomycota_sp	Ascomycota_sp	416	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_721			417	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_724	Ascomycota_sp	Ascomycota_sp	418	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_736	Fungi_sp	Fungi_sp	419	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_790			420	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_275			421	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_304	Ascomycota_sp	Ascomycota_sp	422	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_347			423	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_356	Vaccinium	Vaccinium	424	FALSE	Plantae						Vaccinium				plants	0	plants 	other	unknown		
scata4703_374	Cortinarius_acutus	Cortinarius_acutus	425	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	acutus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_386	Ascomycota_sp	Ascomycota_sp	426	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_427	Cortinarius_holoxanthus/cinnamomeus	Cortinarius_holoxanthus_cinnamomeus	427	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	holoxanthus/cinnamomeus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1503716.08FU
scata4703_433			428	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_468	Fungi_sp	Fungi_sp	429	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_482			430	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_521			431	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_530			432	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_545	Cystobasidiomycetes_sp	Cystobasidiomycetes_sp	433	FALSE	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes							unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_604			434	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_616			435	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_633	Tomentellopsis_submollis	Tomentellopsis_submollis	436	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	submollis			ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		
scata4703_662			437	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_676			438	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_706			439	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_712	Chroogomphus_aff._rutilus	Chroogomphus_aff_rutilus	440	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Chroogomphus	aff.	rutilus		ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		
scata4703_723			441	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_741			442	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_767			443	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_804			444	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_170	Ascomycota_sp	Ascomycota_sp	445	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_256			446	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_262			447	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_281	Trechispora_byssinella	Trechispora_byssinella	448	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	byssinella			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		
scata4703_301			449	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_306			450	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_317	Fungi	Fungi	451	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_322			452	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_325			453	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_359			454	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_394	Umbelopsis_dimorpha	Umbelopsis_dimorpha	455	FALSE	Fungi	Zygomycota	Mucoromycotina	Incertae_sedis			Umbelopsis	dimorpha			moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		
scata4703_420			456	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_436			457	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_463			458	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_491	Fungi_sp	Fungi_sp	459	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_517			460	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_535	Gymnopilus_sp	Gymnopilus_sp	461	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus				saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter		
scata4703_547			462	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_579			463	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_628			464	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_670			465	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_672			466	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_683	Agaricomycotina_sp	Agaricomycotina_sp	467	FALSE	Fungi	Basidiomycota	Agaricomycotina								unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_709			468	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_756	Fungi_sp	Fungi_sp	469	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_781	Ascomycota_sp	Ascomycota_sp	470	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_787			471	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_801	Cystoderma_jasonis	Cystoderma_jasonis	472	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cystoderma	jasonis			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		
scata4703_802			473	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_194			474	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_219			475	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_223	Mortierella_macrocystis/macrocystopsis	Mortierella_macrocystis_macrocystopsis	476	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes			Mortierella	macrocystis/macrocystopsis			moulds and yeasts	0	moulds and yeasts	other	chitinolytic_soil_saprotroph_zygomycetes		
scata4703_237			477	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_245	Ascomycota_sp	Ascomycota_sp	478	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_258	Fungi_sp	Fungi_sp	479	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_290			480	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_361			481	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_379			482	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_413	Dicranum_polysetum	Dicranum_polysetum	483	FALSE	Plantae						Dicranum	polysetum			plants	0	plants 	other	unknown		
scata4703_450			484	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_458			485	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_510			486	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_529	Ascomycota_sp	Ascomycota_sp	487	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_533			488	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_561	Pholiota_scamba	Pholiota_scamba	489	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Pholiota	scamba			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		
scata4703_586			490	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_600			491	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_612			492	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_639			493	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_653			494	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_711			495	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_714			496	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_718			497	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_722			498	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_726	Sporothrix	Sporothrix	499	FALSE	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix				unknown	0	unknown	other	plant_pathogen_ascomycetes		
