scata	Taxon	Sci_Name	Rank	mock	Kingdom	Phylum	Subphylum	Class	Order	Family	Genus	Species	abbrev	taxon_notes	guild	emf	primary_lifestyle_phylum	Decay_type	Decay_Lifestyle	guild_notes	reference
scata4703_34	Hyaloscypha_aff_variabilis	Hyaloscypha_aff_variabilis	38	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	aff. variabilis			ericoid- ectomycorrhizas	0	other root-associated ascomycota	other	root_ascomycetes	put. ericoid  ecto	SH1523754.08FU_341.5_Hyaloscypha variabilis_93.83
scata4703_42	Oidiodendron_aff_tenuissimum	Oidiodendron_aff_tenuissimum	39	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Myxotrichaceae	Oidiodendron	tenuissimum			other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1564458.08FU
scata4703_45	Cladophialophora_sp	Cladophialophora_sp1	40	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora				other root-associates	0	litter saprotrophic ascomycota	other	soil_saprotroph_ascomycetes	put. orchid ecto saprotroph	SH1616358.08FU
scata4703_49	Arachnopeziza_sp	Arachnopeziza_sp1	41	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Arachnopezizaceae	Arachnopeziza				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1506149.08FU_327.8_Hyaloscypha_93.62
scata4703_40	Clavulinaceae_sp	Clavulinaceae_sp1	42	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulinaceae				saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes	Boberg et al 2011	SH1648437.08FU
scata4703_43	Luellia_sp	Luellia_sp1	43	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trechisporales	Hydnodontaceae	Luellia				saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes	root associated?	SH1543990.08FU
scata4703_39	Cantharellales_sp	Cantharellales_sp1	44	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis					saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		SH2713494.08FU_312.3_Cantharellales_85.23
scata4703_44	Cryptococcus_sp	Cryptococcus_sp1	45	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales 	Tremellaceae	Cryptococcus				moulds and yeasts	0	moulds and yeasts	other	unspecified_saprotroph_basidiomycetes		SH1514262.08FU_200.7_Asterotremella_81.54
scata4703_38	Dermataceae_sp	Dermataceae_sp1	46	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Dermataceae	Dermataceae				unknown	0	unknown	other	unknown_ascomycetes		SH1523007.08FU
scata4703_41	Gymnopus_androsaceus	Gymnopus_androsaceus	47	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Marasmiaceae	Gymnopus	androsaceus			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1512129.08FU_629.9_Gymnopus androsaceus_100
scata4703_55	Oidiodendron_maius	Oidiodendron_maius	48	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Myxotrichaceae	Oidiodendron	maius			ericoid- ectomycorrhizas	0	other root-associated ascomycota	other	root_ascomycetes	sap and erm	SH1564437.08FU_406.7_Oidiodendron mais_100
scata4703_48	Scleroconidioma_sphagnicola	Scleroconidioma_sphagnicola	49	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Scleroconidioma	sphagnicola			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes	moss litter	SH1515063.08FU
scata4703_47	Monolinia_sp	Monolinia_sp	50	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Sclerotiniaceae	Monolinia				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1518659.08FU _343.2_Monolina_92
scata4703_58	Lachnellula_aff_calyciformis	Lachnellula_aff_calyciformis	51	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Lachnellulaceae	Lachnellula	aff. calyciformis			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1523408.08FU
scata4703_52	Xenasmatella_vaga	Xenasmatella_vaga	52	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Xenasmataceae	Xenasmatella	vaga			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1554040.08FU_470.2_Xenasmatella vaga_98.92
scata4703_51	Archaeorhizomyces_sp	Archaeorhizomyces_sp	53	FALSE	Fungi	Ascomycota	Taphrinomycotina	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1571533.08FU_358.7_Archaeorhizomyces_99.52
scata4703_50	Leotiomycetes_sp	Leotiomycetes_sp1	54	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							unknown	0	unknown	other	unknown_ascomycetes		SH1507018.08FU
scata4703_46	Gymnopus_putillus	Gymnopus_putillus	55	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Marasmiaceae	Gymnopus	putillus			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1646576.08FU_628.2_Gymnopus putillus_99.73
scata4703_61	Venturia_inequalis	Venturia_inequalis	56	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Venturiaceae	Venturia	inaequalis			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH2510654.08FU
scata4703_67	Hyaloscypha_hepaticicola	Hyaloscypha_hepaticicola	57	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	hepaticicola			ericoid mycorrhizas	0	other root-associated ascomycota	other	root_ascomycetes	Fehrer et al 2019	SH1544240.08FU
scata4703_60	Archaeorhizomyces_sp	Archaeorhizomyces_sp	58	FALSE	Fungi	Ascomycota	Taphrinomycotina	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1566370.08FU_356.9_Archaeorhizomyces_100.00
scata4703_54	Sistotremastrum_suecicum	Sistotremastrum_suecicum	59	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trechisporales	Hydnodontaceae	Sistotremastrum	suecicum			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1565626.08FU_480.5_Sistotremastrum suecicum_100
scata4703_68	Herpotrichiellaceae_sp	Herpotrichiellaceae_sp	60	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae				ericoid- ectomycorrhizas	0	other root-associated ascomycota	other	root_ascomycetes	put. ericoid  ecto	SH1565772.08FU_446.2_Chaetothyriales_100
scata4703_78	Ascomycota_sp	Leotiomycetes_sp2	61	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							unknown	0	unknown	other	unknown_ascomycetes	lichenized	SH1509523.08FU_389.6_Epithamnolia xanthoriae_98.32
scata4703_69	Venturia_sp	Venturia_sp1	62	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Venturiaceae	Venturia				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1626954.08FU
scata4703_53	Mycena_septentrionalis	Mycena_septentrionalis	63	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena	septentrionalis			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1646642.08FU_525.2_Mycena septentrionalis_100
scata4703_63	Hyaloscypha_sp	Hyaloscypha_sp	64	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	hepaticicola			ericoid mycorrhizas	0	ectomycorrhizal ascomycota	other	ectomycorrhizal_ascomycetes	Lindahl et al 2007 & Monreal et al 1999	SH1523786.08FU_408.4_Pezoloma ericae_100.00
scata4703_65	Archaeorhizomyces_sp	Archaeorhizomyces_sp	65	FALSE	Fungi	Ascomycota	Taphrinomycotina	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1566369.08FU_356.9_Archaeorhizomyces_100.00
scata4703_57	Auriculariales_sp	Auriculariales_sp	66	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Auriculariales		Auriculariales				unknown	0	unknown	other	unknown_basidiomycetes		SH1561132.08FU_185.3_Auricularia_78.72
scata4703_59	Agaricomycetes_sp	Agaricomycetes_sp	67	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Agaricomycetes				unknown	0	unknown	other	unknown_basidiomycetes		SH1646662.08FU 
scata4703_88	Venturia_sp	Venturia_sp2	68	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Venturiaceae	Venturia				unknown	0	unknown	other	litter_ascomycetes		SH1626934.08FU_374.1_Venturiaceae_96.31
scata4703_62	Hymenochaetales_sp	Hymenochaetales_sp	69	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales				saprotrophs other	0	litter saprotrophic basidiomycota	other	unknown_basidiomycetes		SH1556778.08FU_490.8_Hymenochaetales_99.65
scata4703_64	Suillus_variegatus	Suillus_variegatus	70	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Boletaceae	Suillus	variegatus			ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	brown_rot_ectomycorrhizal_basidiomycetes		SH1555173.08FU_566.4_Suillus variegatus_100
scata4703_66	Arachnopeziza_ptilidiophila	Arachnopeziza_ptilidiophila	71	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Arachnopezizaceae	Arachnopeziza	ptilidiophila			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH2705232.08FU_398.1_Helotiales_100.00 and SH1506151.08FU_336.3_Arachnopeziza delicatula_94.81
scata4703_70	Pseudoplectania_aff_nigrella/lignicola	Pseudoplectania_aff_nigrella_lignicola	72	FALSE	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania	aff. nigrella/lignicola			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1508221.08FU_427.3_Pezizales_98.46
scata4703_93	Hyaloscypha_aff_hepaticicola	Hyaloscypha_aff_hepaticicola	73	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	aff. hepaticicola			other root-associates	0	other root-associated ascomycota	other	soil_saprotroph_ascomycetes	put. ericoid  ecto	SH1544242.08FU
scata4703_92	Oidiodendron_aff_pilicola	Oidiodendron_aff_pilicola	74	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Myxotrichaceae	Oidiodendron	aff. pilicola			ericoid mycorrhizas	0	other root-associated ascomycota	other	root_ascomycetes	put. ericoid  ecto	SH1565514.08FU_405.0_Oidiodendron
scata4703_71	Hormonema_macrosporum	Hormonema_macrosporum	75	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	macrosporum			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1515061.08FU_435.9_Sydowia_99.61
scata4703_56	Cantharellales_sp	Cantharellales_sp2	76	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Cantharellales				saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		SH1519586.08FU
scata4703_72	Ploettnerulaceae_sp	Ploettnerulaceae_sp1	77	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Ploettnerulaceae	Cadophora				saprotrophs other	0	litter saprotrophs ascomycota	other	unknown_ascomycetes		SH1522961.08FU_406.7_Cadophora_100.00
scata4703_79	Cortinarius_aff._obtusus	Cortinarius_aff_obtusus	78	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	aff. obtusus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1503855.08FU
scata4703_73	Athelia_epiphylla/acrospora	Athelia_epiphylla_acrospora	79	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae	Athelia	epiphylla/acrospora			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes	put. ericoid see MT028117 on Gaultheria hispidula	SH1561281.08FU_508_Athelia acrospora_99.66
scata4703_81	Ramoconidiophora_aff_euphorbiae	Ramoconidiophora_aff_euphorbiae	80	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Tympanidaceae	Ramoconidiophora	aff. euphorbiae			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH2709161.08FU_96.25_Collophorina_96.25
scata4703_77	Phenoliferia_aff_psychrophila/glacialis	Phenoliferia_aff_psychrophila_glacialis	81	FALSE	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	aff. psychrophila/glacialis			moulds and yeasts	0	moulds and yeasts	other	unspecified_saprotroph_basidiomycetes		SH1651364.08FU_484.0_Phenoliferia glacialis_97.99
scata4703_83	Laetinaevia_sp	Laetinaevia_sp1	82	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Calloriaceae	Laetinaevia				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH2713526.08FU_365.5_Laetinaevia_96.23
scata4703_124	Sympodiella_acicola	Sympodiella_acicola	83	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Ventriales	Venturiaceae	Sympodiella	acicola			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1522478.08FU
scata4703_116	Hyaloscypha_aff_hepaticicola	Hyaloscypha_aff_hepaticicola	84	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	aff. hepaticicola			ericoid mycorrhizas	0	other root-associated ascomycota	other	soil_saprotroph_ascomycetes	put. ericoid  ecto	SH1544240.08FU_411.9_Meliniomyces_100
scata4703_76	Xenopolyscytalum pinea	Xenopolyscytalum_pinea	85	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Helotiaceae	Xenopolyscytalum	pinea			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1522486.08FU_403.3_Xenopolyscytalum pinea_99.17
scata4703_74	Aphanobasidium_sp	Aphanobasidium_sp	86	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Pterulaceae	Aphanobasidium				saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1646513.08FU
scata4703_97	Tretomyces_lutescens	Tretomyces_lutescens	87	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae	Tretomyces	lutescens		vulnerable on the red-list	ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		SH1510297.08FU_475.4_Tretomyces_100
scata4703_84	Mrakia_frigida/robertii/blollopis/gelida	Mrakia_frigida_robertii_blollopis_gelida	88	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cystofilobasidiales	Cyfstofilobasidiaceae	Mrakia	frigida/robertii/blollopis/gelida			moulds and yeasts	0	moulds and yeasts	other	unspecified_saprotroph_basidiomycetes		SH1556067.08FU_248.8_Itersonilia_80.83
scata4703_102	Oidiodendron_rhodogenum	Oidiodendron_rhodogenum	89	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Myxotrichaceae	Oidiodendron	rhodogenum			ericoid- ectomycorrhizas	0	other root-associated ascomycota	other	root_ascomycetes	put. ericoid  ecto Rice et al 2005	SH1565481.08FU_403.3_Oidiodendron rhodogenum_100
scata4703_95	Cladophialophora_aff_humicola/minutissima	Cladophialophora_aff_humicola_minutissima	90	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	Herpotrichiellacaeae	Cladophialophora	aff. humicola/minutissima			other root-associates	0	other root-associates	other	root_ascomycetes	AB597206 Troposporella 'Helicoma' monospora	SH1616415.08FU_423.9_Herpotrichiellaceae_99.21
scata4703_75	Cetrariella_delisei	Cetrariella_delisei	91	FALSE	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Parmeliaceae	Cetrariella	delisei			unknown	0	unknown	other	lichenized_ascomycetes		SH1551053.08FU_411.9_Cetrariella delisei_100.00
scata4703_80	Rhizoctonia/Ceratobasidium_quercus	Rhizoctonia_Ceratobasidium_quercus	92	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium/Rhizoctonia	quercus			other root-associates	0	other root-associated basidiomycota	other	root_basidiomycetes	put. ecto or orchid	SH1554510.08FU_509.7_Ceratobasidium_98.09
scata4703_119	Talaromyces_pinophilus	Talaromyces_pinophilus	93	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiales	Aspergilliaceae	Talaromyces	pinophilus			moulds and yeasts	0	moulds and yeasts	other	mold_unspecified_saprotroph_ascomycetes		SH1516144.08FU_429.0_Talaromyces_kendrickii_100.0
scata4703_89	Hyaloscypha_hepaticicola	Hyaloscypha_hepaticicola	94	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	hepaticicola			ericoid mycorrhizas	0	other root-associated ascomycota	other	litter_ascomycetes	put. ericoid  ecto	SH1523755.08FU_403.3_Hyaloscypha_99.58
scata4703_82	"Gorgoniceps_viridula	"	"Gorgoniceps_viridula	"	95	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Helotiaceae	Gorgoniceps	viridula			unknown	0	unknown	other	litter_ascomycetes		SH1523075.08FU_401.6_Gorgoniceps viridula_99.16
scata4703_85	Hyaloscypha_hepaticicola	Hyaloscypha_hepaticicola	96	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha	hepaticicola			ericoid mycorrhizas	0	other root-associated ascomycota	other	litter_ascomycetes	put. ericoid  ecto	SH1523886.08FU_351.8_Helotiales_99.04
scata4703_87	Podila_humilis	Podila_humilis	97	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	humilis			moulds and yeasts	0	moulds and yeasts	other	chitinolyticsoil_saprotroph_zygomycetes		SH1607997.08FU
scata4703_94	Phialocephala_fortinii	Phialocephala_fortinii	98	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Mollisiaceae	Phialocephala	fortinii			other root-associates	0	other root-associated ascomycota	other	root_ascomycetes	put. ecto	SH1647282.08FU_410.2_Phialocephala fortinii_100.00
scata4703_90	Cryptosporiopsis_sp	Cryptosporiopsis_sp	99	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Dermataceae	Cryptosporiopsis				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1523520.08FU_360.4_Cryptosporiopsis_95.82
scata4703_86	Muyocopron_aff_lithocarpi	Muyocopron_aff_lithocarpi	100	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideales	Muyocopronaceae	Muyocopron	aff. lithocarpi			saprotrophs other	0	other saprotrophs	other	litter_ascomycetes		SH3591935.08FU_104.6_Muyocopronales_90.48
scata4703_103	Cortinarius_ominosus/semisanguineus	Cortinarius_ominosus_semisanguineus	101	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	ominosus/semisanguineus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1503717.08FU_514.9_Cortinarius semisanguineus_100.00
scata4703_109	Saccharomycetales	Saccharomycetales	102	FALSE	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales		Saccharomycetales				moulds and yeasts	0	moulds and yeasts	other	unknown_ascomycetes		SH1542540.08FU_453.1_Saccharomycetales_99.62
scata4703_101	Hyaloscyphaceae_sp	Hyaloscyphaceae_sp	103	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae					other root-associates	0	other root-associated ascomycota	other	soil_saprotroph_ascomycetes	put ericoid ecto MT321785 isolated from vaccinium roots in ecology letters study across chronosequence	
scata4703_91	Cantharellales_sp	Cantharellales_sp	104	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales		Cantharellales				unknown	0	unknown	other	unknown_basidiomycetes		SH1602295.08FU_485.7_Cantharellales_97.09
scata4703_143	Scleropezicula_sp	Scleropezicula_sp	105	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Dermataceae	Scleropezicula				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1523911.08FU_405.0_Scleropezicula_98.76
scata4703_146	Cortinarius_caperatus	Cortinarius_caperatus	106	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	caperatus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes	Lindahl et al 2007 and 2010 humus layer	SH1503722.08FU_506.3_Cortinarius caperatus_100.00
scata4703_100	Variabilispora_aff_flava	Variabilispora_aff_flava	107	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Tympanidaceae	Variabilispora	aff. flava			unknown	0	unknown	other	unknown_ascomycetes		SH1647638.08FU_406.7_Collophora_99.17
scata4703_98	MOCK	MOCK	108	TRUE	Mock										unknown	0	unknown	other	unknown		
scata4703_112	Basidiomycota_sp	Basidiomycota_sp	109	FALSE	Fungi	Basidiomycota									unknown	0	unknown	other	unknown_basidiomycetes		SH2700855.08FU_336.3_Fungi_99.49
scata4703_149	Ascomycota_sp	Ascomycota_sp	110	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		SH1572507.08FU_250.5_Sporidesmium_86.97
scata4703_115	Rozellomycota_sp	Rozellomycota_sp	111	FALSE	Fungi	Rozellomycota									unknown	0	unknown	other	unknown		SH1529844.08FU
scata4703_104	MOCK	MOCK	112	TRUE	Mock										unknown	0	unknown	other	unknown		
scata4703_135	Ascomycota_sp	Ascomycota_sp	113	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_122	Serendipita_sp	Serendipita_sp	114	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes		Serendipitaceae	Serendipita				ericoid mycorrhizas	0	other root-associated basidiomycota	other	root_basidiomycetes	put. ericoid  ecto	
scata4703_113	Leotiomycetes_sp	Leotiomycetes_sp	115	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1522488.08FU_415.3_Fungi_100.00
scata4703_126	Saitozyma_podzolica	Saitozyma_podzolica	116	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes incertae sedis	Trimorphomycetaceae	Saitozyma	podzolica			moulds and yeasts	0	moulds and yeasts	other	soil_saprotroph_basidiomycetes		SH1565595.08FU_439.3_Saitozyma podzolica_100.00
scata4703_96	MOCK	MOCK	117	TRUE	Mock										unknown	0	unknown	other	unknown		
scata4703_110	Cryptosporiopsis_sp	Cryptosporiopsis_sp	118	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Dermataceae	Cryptosporiopsis				unknown	0	unknown	other	unspecified_saprotroph_ascomycetes		SH1523327.08FU_365.5_Cryptosporiopsis_95.87
scata4703_106	Collophorina_sp	Collophorina_sp	119	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Tympanidaceae	Collophorina				saprotrophs other	0	litter saprotrophic ascomycota	other	plant_pathogen_ascomycetes		SH1509541.08FU_420.5_Fungi_100.00
scata4703_114	MOCK	MOCK	120	TRUE	Mock										unknown	0	unknown	other	unknown		
scata4703_127	Cortinarius_biformis	Cortinarius_biformis	121	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	biformis			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1545234.08FU_480.5_ Cortinarius biformis_100.00
scata4703_132	Coniochaete_luteoviridis/lignicola/mutabilis/velutina	Coniochaete_luteoviridis_lignicola_mutabilis_velutina	122	FALSE	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	luteoviridis/lignicola/mutabilis/velutina			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_saprotroph_ascomycetes		SH1645095.08FU_429.0_Coniochaeta_100.00
scata4703_130	Empetrum_niger	Empetrum_niger	123	FALSE	Plantae	Angiospermae	Eudicot	Eudicotyledonae	Ericales	Ericaceae	Empetrum	niger			plants	0	plants Angiospermae	other			SH1594577.08FU _538.9_Empetrum rubrum_98.75
scata4703_148	Ascomycota_sp	Ascomycota_sp	124	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_117	Entoloma_cetratum	Entoloma_cetratum	125	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	cetratum			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		SH1569069.08FU_511.4_Entoloma cetratum_100.00
scata4703_129	Agaricomycetes_sp	Agaricomycetes_sp	126	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes							unknown	0	unknown	other	unknown		
